No,Food Name,Calorie,Carbohidrat,Fat,Protein,Price,link foto,how to cook,
68,Ayam Betutu,600,35,25,30,"15,000",https://media.suara.com/pictures/970x544/2021/01/28/34918-ayam-betutu.jpg,"Bahan-bahan:

1 ekor ayam, potong menjadi bagian-bagian
10-15 buah cabai rawit merah (sesuai selera)
5 siung bawang merah
4 siung bawang putih
3 cm jahe
3 cm lengkuas
2 batang serai, memarkan
3 lembar daun salam
3 lembar daun jeruk
2 sendok makan minyak goreng
2 sendok teh garam
1 sendok teh gula merah
Bumbu halus:

6 butir kemiri, sangrai
1 sendok makan ketumbar, sangrai
1 sendok teh merica bubuk
1 sendok teh terasi (optional)
1 sendok teh garam",
69,Lontong Sayur,400,12,10,30,"12,000",https://awsimages.detik.net.id/community/media/visual/2022/10/11/resep-lontong-sayur-malaysia_43.jpeg?w=650&q=80,"Bahan-bahan:

Lontong (nasi ketan yang dikukus dan dibungkus dalam daun pisang)
Sayuran seperti daun kelor, kangkung, taoge, dan labu siam
Bumbu halus (bawang merah, bawang putih, kemiri, kunyit, dan ketumbar)
Santan kelapa
Tahu dan tempe
Garam, gula, dan lada secukupnya
Langkah-langkah:

Rebus lontong dalam air mendidih hingga matang. Setelah matang, angkat dan potong-potong sesuai selera.
Tumis bumbu halus dengan sedikit minyak hingga harum.
Masukkan santan kelapa ke dalam tumisan bumbu, aduk rata, dan biarkan mendidih.
Masukkan sayuran yang sudah dipotong ke dalam santan. Tambahkan garam, gula, dan lada secukupnya sesuai selera.
Masak sayuran hingga matang namun tetap renyah.
Sementara itu, goreng tahu dan tempe hingga kecokelatan, kemudian potong-potong.
Siapkan mangkuk, letakkan potongan lontong di dalamnya, lalu tuang kuah sayur beserta potongan sayuran di atas lontong.
Hiasi dengan potongan tahu dan tempe goreng.
Lontong Sayur siap disajikan. Nikmati selagi hangat.",
70,Tahu Gimbal,400,12,15,30,"18,000",https://www.piknikdong.com/wp-content/uploads/2021/07/Resep-Tahu-Gimbal-Khas-Semarang.jpg,"Bahan-bahan:

Tahu goreng
Telur ayam
Kol, iris tipis
Mentimun, iris tipis
Tauge, seduh dengan air panas sebentar
Daun bawang, iris tipis
Bawang goreng
Air asam Jawa
Gula merah, serut halus
Garam secukupnya
Air matang secukupnya
Langkah-langkah:

Siapkan wadah dan campurkan air asam Jawa dengan gula merah serut halus. Aduk hingga gula merah larut.
Tumis daun bawang dengan sedikit minyak hingga harum. Angkat dan sisihkan.
Rebus air dalam panci, masukkan telur dan rebus hingga matang. Angkat, kupas, dan iris menjadi beberapa bagian.
Ambil selembar tahu goreng, belah menjadi dua bagian. Tambahkan potongan telur rebus di antara kedua bagian tahu.
Letakkan tahu dengan telur di atas piring saji.
Susun irisan kol, mentimun, tauge, dan daun bawang di sekitar tahu.
Siram dengan air asam Jawa dan gula merah yang telah dicampur sebelumnya.
Taburi bawang goreng di atasnya.
Tahu Gimbal siap disajikan. Nikmati dengan tambahan sambal kacang atau sambal kecap sesuai selera.",
71,Ketupat Sayur,400,15,12,30,"25,000",https://akcdn.detik.net.id/visual/2020/03/20/c863d02e-09d9-4000-b6e2-1e71287a5441_11.jpeg?w=480&q=90,"Bahan-bahan:

Ketupat (ketupat nasi dalam daun kelapa)
Sayuran seperti tauge, kacang panjang, kol, wortel, dan daun melinjo
Bumbu halus: bawang merah, bawang putih, kemiri, lengkuas, jahe, dan ketumbar
Santan kelapa
Garam, gula, dan kaldu bubuk secukupnya
Minyak untuk menumis
Langkah-langkah:

Rebus ketupat dalam air mendidih hingga matang. Setelah matang, angkat dan tiriskan.
Tumis bumbu halus dengan sedikit minyak hingga harum.
Masukkan santan kelapa ke dalam tumisan bumbu. Aduk rata dan masak hingga santan mendidih.
Tambahkan sayuran seperti tauge, kacang panjang, kol, wortel, dan daun melinjo ke dalam santan. Masak hingga sayuran matang namun masih renyah.
Beri garam, gula, dan kaldu bubuk secukupnya untuk memberi rasa.
Sajikan ketupat dalam mangkuk dan tuangkan kuah sayur di atasnya.
Ketupat Sayur siap disajikan. Anda juga bisa menambahkan sambal atau bawang goreng sebagai pelengkap.",
72,Kerak Telor,350,12,10,35,"20,000",https://kbu-cdn.com/dk/wp-content/uploads/kerak-telor.jpg,"Bahan-bahan:

200 gram beras ketan putih
100 gram kelapa parut, sangrai
4 butir telur
2 sendok makan bawang merah goreng
2 sendok makan ebi, sangrai dan haluskan
1 sendok teh garam
1/2 sendok teh merica bubuk
Minyak goreng secukupnya untuk menggoreng
Langkah-langkah:

Rendam beras ketan semalaman, lalu kukus hingga matang dan kenyal.
Setelah matang, biarkan ketan dingin dan kemudian serut kasar menggunakan parutan kelapa.
Pada wajan yang bersih, panaskan minyak goreng. Pecahkan telur ke dalam wajan dan aduk rata.
Tambahkan bawang merah goreng, ebi yang sudah dihaluskan, garam, dan merica bubuk. Aduk rata.
Masukkan serutan ketan ke dalam adonan telur dan bumbu. Aduk rata hingga semua bahan tercampur sempurna.
Panaskan wajan datar atau penggorengan dengan api sedang. Olesi wajan dengan sedikit minyak goreng.
Tuang adonan ketan ke dalam wajan dengan ukuran yang sesuai dengan keinginan.
Biarkan adonan menggoreng hingga bagian bawahnya menjadi kecokelatan dan renyah.
Balikkan kerak telor dan masak hingga kedua sisi matang dan berwarna kecokelatan.
Angkat dan sajikan Kerak Telor panas dengan taburan kelapa parut sangrai di atasnya.",
73,Soto Madura,500,18,12,35,"18,000",https://www.masakapahariini.com/wp-content/uploads/2019/04/SOTO-MADURA.jpg,"Bahan-bahan:

500 gram daging sapi, potong-potong
2 liter air
2 batang serai, memarkan
3 lembar daun jeruk
2 lembar daun salam
2 sendok makan minyak goreng
4 siung bawang putih, cincang halus
2 cm jahe, memarkan
1 sendok teh merica bubuk
1 sendok makan garam
1 sendok makan gula
2 sendok makan kecap manis
200 gram bihun, seduh dengan air panas dan tiriskan
Bawang merah goreng dan daun seledri iris untuk taburan
Instruksi:

Rebus daging sapi dalam air mendidih hingga empuk. Tiriskan daging dan simpan kaldu.
Panaskan minyak goreng dalam panci, tumis bawang putih, jahe, serai, daun jeruk, dan daun salam hingga harum.
Masukkan daging sapi yang telah direbus, aduk rata dengan bumbu tumis.
Tuangkan kaldu yang disimpan ke dalam panci dan biarkan mendidih.
Tambahkan merica bubuk, garam, gula, dan kecap manis. Aduk rata dan masak selama beberapa menit.
Siapkan mangkuk saji, tambahkan bihun yang telah diseduh di bagian bawah mangkuk.
Tuangkan kuah soto dan daging sapi di atas bihun.
Hias dengan bawang merah goreng dan irisan daun seledri.
Soto Madura siap disajikan.",
74,Soto Lamongan,450,18,12,35,"30,000","https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1608983819/iwtinvrdf1iwfzc7y6sr.jpg","Bahan-bahan:

500 gram daging ayam, potong menjadi beberapa bagian
2 liter air
2 batang serai, memarkan
3 lembar daun jeruk
2 lembar daun salam
2 cm lengkuas, memarkan
4 siung bawang putih, haluskan
3 siung bawang merah, haluskan
1 sendok teh ketumbar bubuk
1 sendok teh merica bubuk
1 sendok teh garam, atau sesuai selera
Minyak goreng, secukupnya
Bahan pelengkap: mie bihun, tauge, daun seledri cincang, irisan bawang merah, irisan jeruk nipis, dan sambal secukupnya
Instruksi:

Rebus daging ayam dalam air mendidih hingga matang. Tiriskan daging dan sisihkan kaldu ayam.
Panaskan minyak dalam wajan dan tumis bawang putih, bawang merah, ketumbar bubuk, dan merica bubuk hingga harum.
Tambahkan serai, daun jeruk, daun salam, dan lengkuas ke dalam wajan. Tumis sebentar hingga aroma harum terlepas.
Masukkan potongan daging ayam yang telah direbus ke dalam wajan. Aduk rata dengan bumbu tumis.
Tuangkan kaldu ayam ke dalam wajan dan masak soto dengan api kecil selama 15-20 menit, hingga bumbu meresap.
Tambahkan garam dan cek rasa. Sesuaikan dengan preferensi Anda.
Siapkan mangkuk saji dan tambahkan mie bihun, tauge, dan irisan daging ayam. Tuangkan kuah soto di atasnya.
Taburi dengan seledri cincang, irisan bawang merah, dan perasan jeruk nipis sesuai selera.
Sajikan Soto Lamongan dengan sambal sebagai pelengkap.",
75,Sop Buntut,550,20,15,40,"25,000",https://img-global.cpcdn.com/recipes/b6a4d58ebcf48674/680x482cq70/sop-buntut-oxtail-soup-foto-resep-utama.jpg,"Bahan-bahan:

1 kg buntut sapi
2 liter air
2 batang serai, memarkan
4 lembar daun jeruk
3 cm jahe, memarkan
2 buah wortel, potong-potong
2 batang seledri, iris halus
2 sendok makan minyak sayur
4 siung bawang putih, cincang halus
1 buah bawang bombay, iris tipis
Garam secukupnya
Merica bubuk secukupnya
Kecap manis secukupnya
Bawang merah goreng untuk taburan
Langkah-langkah:

Rebus buntut sapi dalam air mendidih selama 10-15 menit untuk menghilangkan kotoran dan darah yang berlebihan. Buang air rebusannya.
Tambahkan 2 liter air bersih ke dalam panci rebusan buntut sapi. Masukkan serai, daun jeruk, jahe, garam, dan merica bubuk. Masak dengan api sedang hingga buntut sapi empuk, sekitar 2-3 jam.
Sementara itu, panaskan minyak sayur dalam wajan. Tumis bawang putih dan bawang bombay hingga harum dan layu.
Masukkan tumisan bawang ke dalam panci rebusan buntut sapi. Tambahkan wortel dan seledri. Masak selama 30-45 menit hingga wortel empuk.
Koreksi rasa dengan garam, merica bubuk, dan kecap manis sesuai selera.
Sajikan sop buntut dalam mangkuk. Taburi dengan bawang merah goreng sebagai hiasan.
Sop buntut siap disajikan hangat dengan nasi putih.",
76,Martabak,500,10,20,40,"22,000",https://img.kurio.network/6Lp7PVjAHhhl-c_NHuL9VOQLqAo=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/21/01/06/8e04fa20-47e7-4e21-89f0-93ffa3e1394b.jpe,"Bahan-bahan:

250 gram tepung terigu
1 sendok teh ragi instan
1 sendok makan gula
1/2 sendok teh garam
200 ml air hangat
2 sendok makan minyak sayur
Isian martabak (misalnya, daging cincang, telur, bawang, dan sayuran)
Instruksi:

Campurkan tepung terigu, ragi instan, gula, dan garam dalam mangkuk besar.
Tambahkan air hangat sedikit-sedikit sambil aduk-aduk hingga adonan menjadi kalis.
Tuangkan minyak sayur ke dalam adonan dan uleni hingga rata.
Tutup mangkuk dengan kain bersih dan diamkan adonan selama sekitar 1 jam hingga mengembang.
Sementara menunggu adonan mengembang, siapkan isian martabak sesuai selera Anda. Misalnya, tumis daging cincang dengan bawang dan sayuran, dan kocok telur.
Setelah adonan mengembang, panaskan wajan datar anti lengket dengan sedikit minyak.
Ambil sejumput adonan, pipihkan dengan tangan, lalu taruh di wajan panas.
Pipihkan adonan hingga tipis dengan bantuan tangan atau spatula.
Letakkan isian di atas setengah bagian adonan yang pipih.
Lipat adonan menjadi setengah lingkaran dan tekan tepiannya agar tersegel.
Goreng martabak di wajan dengan api sedang hingga kedua sisinya berwarna kecokelatan.
Angkat martabak dan tiriskan minyak berlebih dengan menggunakan tisu dapur.
Potong martabak menjadi beberapa bagian sesuai selera.
Martabak siap disajikan. Anda dapat menambahkan saus atau bahan pelengkap lainnya sesuai selera.",
77,Gudeg,400,15,10,40,"18,000",https://cdn0-production-images-kly.akamaized.net/sNddfeC_4G8KXT6pj9pwm8PQgUU=/0x0:2997x1688/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/4026792/original/098736200_1652929762-gudeg_kerinng.jpg,"Bahan-bahan:

500 gram nangka muda
200 ml santan
2 lembar daun salam
2 lembar daun jati
2 batang serai, memarkan
3 cm lengkuas, memarkan
3 siung bawang putih, haluskan
2 butir bawang merah, haluskan
1 sendok teh garam
1 sendok makan gula merah, serut
Air secukupnya
Minyak goreng secukupnya untuk menumis
Langkah-langkah:

Bersihkan nangka muda dan potong-potong sesuai selera.
Panaskan minyak dalam wajan dan tumis bawang putih, bawang merah, daun salam, daun jati, serai, dan lengkuas hingga harum.
Masukkan potongan nangka muda ke dalam wajan dan aduk rata dengan bumbu yang telah ditumis.
Tambahkan santan dan air secukupnya, lalu aduk rata.
Masak gudeg dengan api kecil hingga nangka muda menjadi empuk dan kuah mengental. Aduk sesekali agar tidak gosong.
Setelah nangka muda empuk dan kuah mengental, tambahkan garam dan gula merah serut. Aduk rata.
Lanjutkan memasak beberapa saat hingga gudeg matang dan bumbu meresap.
Angkat gudeg dan sajikan dengan nasi, telur rebus, ayam, dan sambal goreng krecek sebagai pelengkap.",
78,Pempek Kapal Selam,450,15,18,40,"35,000",https://blog.duniamasak.com/wp-content/uploads/image2-1024x1024.jpeg,"Bahan-bahan:

250 gram ikan tenggiri, fillet atau daging ikan lain yang digiling halus
150 gram tepung sagu
50 gram tepung terigu
2 siung bawang putih, haluskan
1 sendok teh garam
1/2 sendok teh merica bubuk
1 butir telur
200 ml air es
Minyak goreng secukupnya
Cara membuat:

Campurkan ikan tenggiri yang sudah digiling halus dengan tepung sagu, tepung terigu, bawang putih, garam, merica bubuk, dan telur. Aduk rata.
Tambahkan air es sedikit-sedikit sambil terus diaduk hingga adonan menjadi kental dan bisa dipulung.
Ambil sejumput adonan, pipihkan di tangan, lalu beri isian telur rebus yang sudah dikupas.
Bentuk adonan menjadi oval seperti kapal selam dengan memanjangkan bagian tengah dan melipat ujungnya.
Panaskan minyak goreng dalam wajan dengan api sedang.
Goreng pempek dalam minyak panas hingga berwarna kecokelatan dan matang sempurna. Angkat dan tiriskan.
Pempek Kapal Selam siap disajikan dengan cuko atau saus sambal.",
79,Gulai Kambing,600,35,25,40,"25,000",https://kbu-cdn.com/dk/wp-content/uploads/gulai-kambing.jpg,"Bahan-bahan:

Daging kambing, potong menjadi potongan kecil
Bumbu rempah seperti bawang merah, bawang putih, jahe, dan lengkuas, dihaluskan atau dicincang halus
Santan kelapa
Serai, memarkan
Daun jeruk
Garam dan merica secukupnya
Minyak untuk menumis
Langkah-langkah:

Panaskan minyak dalam wajan atau panci.
Tumis bumbu rempah yang sudah dihaluskan atau dicincang halus, yaitu bawang merah, bawang putih, jahe, dan lengkuas, hingga harum.
Masukkan potongan daging kambing ke dalam wajan atau panci, aduk-aduk hingga daging berubah warna.
Tambahkan santan kelapa, serai, dan daun jeruk ke dalam wajan atau panci. Aduk rata.
Biarkan gulai kambing mendidih, kemudian kecilkan api dan masak dengan api kecil hingga daging kambing empuk dan bumbu meresap, sekitar 1-2 jam.
Selama proses memasak, tambahkan garam dan merica secukupnya sesuai dengan selera.
Setelah daging kambing empuk dan bumbu meresap, angkat dan sajikan gulai kambing hangat dengan nasi atau ketupat.",
80,Nasi Goreng Kambing,550,25,20,45,"20,000",https://t-2.tstatic.net/travel/foto/bank/images/ilustrasi-kuliner-nasi-goreng-kambing.jpg,"Bahan-bahan:

2 cangkir nasi putih
250 gram daging kambing, potong dadu kecil
3 siung bawang putih, cincang halus
2 siung bawang merah, cincang halus
2 butir telur, kocok lepas
1 sendok makan kecap manis
1 sendok makan saus cabai (opsional)
1 sendok teh garam
1/2 sendok teh merica bubuk
2 sendok makan minyak goreng
Daun bawang, iris tipis (untuk hiasan)
Cara membuat:

Panaskan minyak goreng dalam wajan atau wok besar.
Tumis bawang putih dan bawang merah hingga harum dan kecokelatan.
Tambahkan potongan daging kambing, garam, dan merica bubuk. Masak hingga daging berubah warna dan matang.
Dorong daging kambing ke sisi wajan, lalu tuang telur kocok di sisi kosong wajan. Aduk rata hingga telur setengah matang.
Masukkan nasi putih ke dalam wajan, aduk rata dengan bahan-bahan lainnya.
Tambahkan kecap manis dan saus cabai (jika menggunakan). Aduk rata hingga nasi tercampur dengan baik dan bumbu merata.
Lanjutkan memasak nasi goreng kambing selama beberapa menit, sambil terus diaduk, hingga nasi panas dan bumbu meresap.
Angkat dan sajikan nasi goreng kambing di atas piring saji.
Hias dengan irisan daun bawang sebagai tambahan.",
81,Nasi Liwet,550,20,15,45,"18,000",https://www.masakapahariini.com/wp-content/uploads/2021/07/Nasi-Liwet-Sunda.jpg,"Bahan-bahan:

2 cangkir nasi putih
250 gram daging kambing, potong dadu kecil
3 siung bawang putih, cincang halus
2 siung bawang merah, cincang halus
2 butir telur, kocok lepas
1 sendok makan kecap manis
1 sendok makan saus cabai (opsional)
1 sendok teh garam
1/2 sendok teh merica bubuk
2 sendok makan minyak goreng
Daun bawang, iris tipis (untuk hiasan)
Cara membuat:

Panaskan minyak goreng dalam wajan atau wok besar.
Tumis bawang putih dan bawang merah hingga harum dan kecokelatan.
Tambahkan potongan daging kambing, garam, dan merica bubuk. Masak hingga daging berubah warna dan matang.
Dorong daging kambing ke sisi wajan, lalu tuang telur kocok di sisi kosong wajan. Aduk rata hingga telur setengah matang.
Masukkan nasi putih ke dalam wajan, aduk rata dengan bahan-bahan lainnya.
Tambahkan kecap manis dan saus cabai (jika menggunakan). Aduk rata hingga nasi tercampur dengan baik dan bumbu merata.
Lanjutkan memasak nasi goreng kambing selama beberapa menit, sambil terus diaduk, hingga nasi panas dan bumbu meresap.
Angkat dan sajikan nasi goreng kambing di atas piring saji.
Hias dengan irisan daun bawang sebagai tambahan.",
82,Nasi Campur,500,18,10,50,"15,000",https://img-global.cpcdn.com/recipes/5e9571c2b6870b01/680x482cq70/isi-piringku-lunch-nasi-rames-nasi-campur-sederhana-foto-resep-utama.jpg,"Bahan-bahan:

Nasi putih
Daging ayam/sapi/ikan (sesuai selera), potong menjadi irisan tipis
Tahu goreng, potong menjadi dadu
Telur, dadar
Sayuran (misalnya, bayam, wortel, kacang panjang), potong-potong
Bumbu-bumbu (sesuai selera): bawang merah, bawang putih, cabai, garam, lada, saus tiram, kecap manis, minyak goreng
Langkah-langkah:

Panaskan minyak goreng dalam wajan. Tumis bawang merah dan bawang putih hingga harum.
Masukkan irisan daging ayam/sapi/ikan ke dalam wajan dan masak hingga matang.
Tambahkan sayuran yang sudah dipotong-potong ke dalam wajan dan aduk rata hingga sayuran layu.
Masukkan tahu goreng ke dalam wajan dan aduk rata dengan bahan-bahan lainnya.
Kocok telur dalam mangkuk terpisah. Buat dadar telur di wajan yang berbeda.
Setelah dadar telur matang, iris dadar telur menjadi potongan-potongan kecil.
Tambahkan potongan dadar telur ke dalam wajan dan aduk rata.
Tuangkan saus tiram dan kecap manis ke dalam wajan, lalu aduk rata dengan bahan-bahan lainnya.
Tambahkan garam dan lada secukupnya untuk memberi rasa.
Pindahkan nasi putih ke dalam piring saji.
Letakkan campuran daging, sayuran, tahu, dan telur di atas nasi.
Nasi campur siap disajikan. Anda dapat menambahkan sambal atau bumbu lain sesuai selera.",
83,Mie Goreng,450,15,12,55,"20,000",https://img.kurio.network/eg8HLKHfS12c9FdkaWZDXBFvFCo=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/21/07/21/b926ebbf-9a62-4a8a-9da3-af63e4c0e685.jpe,"Bahan-bahan:

Mie instan (pilih varian favorit Anda)
Minyak sayur (untuk menumis)
Bawang putih, cincang halus
Bawang merah, iris tipis
Sayuran (misalnya wortel, kembang kol, daun bawang), potong-potong
Telur, kocok lepas
Saus sambal atau saus cabai (opsional)
Kecap manis
Garam dan merica secukupnya
Langkah-langkah:

Rebus mie instan sesuai petunjuk kemasan. Tiriskan dan sisihkan.

Panaskan sedikit minyak sayur dalam wajan atau wajan besar di atas api sedang.

Tumis bawang putih dan bawang merah hingga harum dan kecokelatan.

Tambahkan sayuran ke dalam wajan dan tumis hingga sedikit layu.

Dorong sayuran ke sisi wajan dan tuangkan telur kocok di tengah wajan. Aduk rata dan biarkan setengah matang.

Campurkan mie instan yang telah direbus ke dalam wajan. Aduk rata dengan bawang, sayuran, dan telur.

Tambahkan kecap manis sesuai selera dan aduk rata. Bumbui dengan garam dan merica secukupnya.

Teruskan menggoreng mie hingga matang sempurna dan bahan-bahan tercampur dengan baik.

Jika diinginkan, tambahkan sedikit saus sambal atau saus cabai untuk memberikan rasa pedas.

Angkat mie goreng dari wajan dan sajikan selagi hangat.",
84,Mie Aceh,550,25,20,55,"22,000",https://www.piknikdong.com/wp-content/uploads/2021/06/Resep-Nasi-Timbel.jpg,"Bahan-bahan:

200 gram mie kuning
200 gram daging sapi, potong tipis
3 siung bawang putih, cincang halus
2 buah cabai merah, iris tipis
2 batang daun bawang, iris halus
2 sendok makan minyak goreng
1 sendok makan kecap manis
1 sendok teh bubuk merica
1 sendok teh bubuk cabe (opsional)
Air secukupnya
Garam secukupnya
Langkah-langkah:

Rebus mie kuning dalam air mendidih hingga matang. Tiriskan dan sisihkan.
Panaskan minyak goreng dalam wajan. Tumis bawang putih dan cabai merah hingga harum.
Masukkan potongan daging sapi ke dalam wajan dan masak hingga berubah warna dan matang.
Tambahkan kecap manis, bubuk merica, dan bubuk cabe (jika menggunakan). Aduk rata.
Tuangkan air secukupnya dan masak dengan api sedang hingga bumbu meresap dan kuah mengental. Tambahkan garam secukupnya sesuai selera.
Masukkan mie kuning yang telah direbus ke dalam wajan dan aduk rata dengan bumbu.
Tambahkan irisan daun bawang dan masak sebentar hingga semua bahan tercampur dengan baik.
Angkat dan hidangkan Mie Aceh panas.",
85,Nasi Timbel,500,20,15,60,"18,000",https://www.piknikdong.com/wp-content/uploads/2021/06/Resep-Nasi-Timbel.jpg,"Bahan-bahan:

Nasi putih
Daun pisang (untuk membungkus nasi)
Garam secukupnya
Langkah-langkah:

Bersihkan daun pisang dengan air bersih, kemudian lap kering.
Ambil selembar daun pisang yang cukup besar dan ratakan di atas permukaan datar.
Letakkan sejumlah nasi putih di tengah daun pisang.
Tambahkan sedikit garam ke nasi sesuai dengan selera Anda.
Lipat daun pisang sehingga nasi tertutup dengan rapat.
Kukus nasi timbel dalam kukusan panas selama sekitar 15-20 menit atau sampai nasi matang dan aromanya harum.
Setelah matang, angkat nasi timbel dari kukusan dan biarkan sebentar agar sedikit mendingin.
Buka bungkusan daun pisang, nasi timbel siap disajikan.",
86,Ayam Goreng,200,20,15,10,"12,000",https://awsimages.detik.net.id/community/media/visual/2021/09/18/ilustrasi-ayam-goreng_43.jpeg?w=1200,"Bahan-bahan:

1 ekor ayam, potong menjadi bagian-bagian sesuai selera
Minyak goreng secukupnya
Garam secukupnya
Merica bubuk secukupnya
Bumbu pilihan tambahan (misalnya bawang putih bubuk, ketumbar bubuk, atau bumbu lain sesuai selera)
Langkah-langkah:

Bersihkan ayam dan lumuri dengan garam dan merica bubuk. Diamkan sebentar agar bumbu meresap ke dalam daging.
Panaskan minyak goreng dalam wajan atau penggorengan dengan api sedang.
Setelah minyak panas, masukkan potongan ayam ke dalam minyak panas satu per satu, berhati-hati agar tidak terjadi percikan minyak.
Goreng ayam hingga berwarna keemasan dan matang secara merata. Pastikan ayam matang sempurna di bagian dalamnya.
Angkat ayam dari minyak dan tiriskan di atas kertas minyak atau tisu dapur untuk menghilangkan kelebihan minyak.
Ayam goreng siap disajikan! Anda bisa menambahkan bumbu tambahan sesuai selera sebelum menyajikan.",
87,Tahu telur,328,13,20,25,"15,000",https://resepkoki.id/wp-content/uploads/2021/09/Resep-Tahu-Telur.jpg,"Bahan-bahan:

200 gram tahu putih, potong dadu kecil
2 butir telur, kocok lepas
2 sendok makan tepung terigu
1 sendok teh bubuk kaldu ayam
1 sendok teh kecap manis
1/2 sendok teh garam
Minyak goreng secukupnya
Langkah-langkah:

Campurkan tahu potong dengan telur kocok, tepung terigu, bubuk kaldu ayam, kecap manis, dan garam. Aduk rata hingga semua bahan tercampur dengan baik.
Panaskan minyak dalam wajan dengan api sedang.
Ambil adonan tahu dengan sendok makan dan letakkan perlahan di wajan yang sudah dipanaskan. Bentuk adonan tahu menjadi bulat dengan sendok atau spatula.
Goreng tahu hingga berwarna kecokelatan dan matang sempurna. Angkat dan tiriskan di atas kertas minyak untuk menghilangkan kelebihan minyak.
Tahu telur siap disajikan. Nikmati sebagai lauk pendamping atau sebagai menu utama bersama nasi atau mie.",
88,Tauco,184,11,6,22,"35,000",https://awsimages.detik.net.id/community/media/visual/2022/09/12/ugc-detik-food.jpeg?w=1200,"Bahan-bahan:

250 gram tauco (fermentasi kedelai)
3 siung bawang putih, cincang halus
2 cm jahe, memarkan
2 batang serai, memarkan
4 lembar daun salam
2 lembar daun jeruk
2 buah cabai merah, iris tipis (sesuaikan dengan tingkat kepedasan yang diinginkan)
1 sendok makan gula pasir
1 sendok teh garam
Minyak untuk menumis
Cara membuat:

Panaskan sedikit minyak dalam wajan.
Tumis bawang putih, jahe, serai, daun salam, dan daun jeruk hingga harum.
Masukkan tauco dan cabai merah, aduk rata.
Tambahkan gula pasir dan garam, aduk kembali.
Masak tauco dengan api kecil hingga matang dan bumbu meresap, sekitar 10-15 menit.
Angkat dan biarkan dingin.
Tauco siap digunakan sebagai bumbu dalam berbagai hidangan seperti tahu goreng, sayur, atau seafood.",
89,"Chicken teriyaki, masakan",168,13,10,8,"25,000",https://img-global.cpcdn.com/recipes/0a521dc08fe08093/680x482cq70/ayam-teriyaki-chicken-teriyaki-foto-resep-utama.jpg,"Bahan-bahan:

500 gram daging ayam, potong dadu
1/4 cup kecap manis
2 sendok makan saus teriyaki
2 sendok makan mirin (anggur Jepang manis)
1 sendok makan minyak wijen
1 sendok makan gula
2 siung bawang putih, cincang halus
1 sendok teh minyak goreng
Sejumput merica bubuk
Daun bawang, iris tipis untuk hiasan (opsional)
Wijen panggang untuk hiasan (opsional)
Langkah-langkah:

Campur kecap manis, saus teriyaki, minyak wijen, gula, bawang putih, dan merica dalam sebuah mangkuk kecil. Aduk rata hingga gula larut.
Panaskan minyak goreng di wajan anti lengket dengan api sedang.
Tambahkan potongan ayam ke wajan panas dan masak hingga ayam berubah warna dan matang sepenuhnya.
Tuang campuran saus teriyaki ke dalam wajan dengan ayam. Aduk rata sehingga ayam terbalut dengan saus.
Masak ayam dengan saus teriyaki selama 2-3 menit atau hingga saus mengental dan mengkilap.
Angkat chicken teriyaki dari wajan dan sajikan di atas piring saji.
Hiasi dengan irisan daun bawang dan taburan wijen panggang, jika diinginkan.
Chicken Teriyaki siap disajikan. Nikmati dengan nasi hangat atau sebagai hidangan utama dalam menu makan malam.",
90,"Chikiniku, masakan",143,10,1,23,"20,000",https://img.inews.co.id/media/1200/files/inews_new/2020/09/07/yakiniku.jpg,"Bahan-bahan:

500 gram daging ayam, potong menjadi irisan tipis
3 sendok makan kecap manis
2 sendok makan mirin (anggur manis Jepang)
2 sendok makan sake (minuman beralkohol Jepang)
2 sendok makan gula pasir
2 siung bawang putih, cincang halus
1 sendok makan minyak wijen
Sejumput merica bubuk
Minyak goreng untuk menggoreng
Cara membuat:

Campurkan kecap manis, mirin, sake, gula pasir, bawang putih, minyak wijen, dan merica bubuk dalam sebuah wadah. Aduk rata hingga gula larut.
Masukkan potongan daging ayam ke dalam campuran saus yang sudah dibuat sebelumnya. Pastikan semua potongan daging terendam dalam saus. Diamkan selama 15-30 menit agar daging meresap.
Panaskan wajan atau penggorengan dengan sedikit minyak goreng.
Angkat potongan ayam dari marinasi dan letakkan di wajan panas. Goreng ayam selama 3-4 menit atau sampai matang dan berwarna kecokelatan. Balik potongan ayam agar matang merata.
Setelah ayam matang, angkat dari wajan dan sajikan panas.
Chicken Yakiniku siap disajikan sebagai hidangan utama. Nikmati dengan nasi hangat dan lauk lainnya sesuai selera.",
